labels,preprocessed_docs
0,yup shd haf ard page add figur ii got mani page
0,ooh got gonna start belli danc moseley wed u want join cafe
0,thankyou much call appreci care
0,congrat treat pendingi mail dayswil mail thrurespect mother homecheck mail
0,call one pick e phone ask alreadi said ok
0,hi email address chang
0,valuabl affection loveabl etern nobl truth intim natur enam happi valentin day advanc
0,much textin bout
0,bring got
0,movi call wat
0,sure stomach
0,haha dinner cousin
0,boy late home father power frndship
0,man carlo definit come mu tonight excus
0,soon real thing princess make wet
0,rajipl favour pl convey birthday wish nimya pl today birthday
0,haha leg neck kill amigo hope end night burn think could swing like hour
1,urgent mobil xxxxxxxxx bonu caller prize nd attempt reach call asap boxnqp ppm
0,usual bodi take care buy make sure doesnt progress pl continu talk saturday
1,urgent costa del sol holiday await collect call toclaim sae tc pobox stockport skxh costapm maxmin
0,hmm well night night
0,want say holi shit guy kid bud
0,gettin bit arti collag mo well tryin ne way got roast min love shall enjoy
0,one day billion class right
0,goodmorn today late hr back pain
0,ok let noe later n ask call u tmr
0,prabhai sorydarealyfrm heart sori
0,ok walik ard u wan buy anyth go ur hous
0,two carton u pleas shelv
0,nice talk pleas dont forget pix want see
1,guarante cash prize claim yr prize call custom servic repres ampm cost p
0,realli quit funni lor wat u shd haf run shorter distanc wat
0,notic like look shit mirror your turn right freak
0,great get worri know wonder care person like best life know u r wonder god love
1,thank rington order ref number k mobil charg tone arriv pleas call custom servic
0,prefer free day tue wed fri oso ii ask workin lor
0,alrit jod how revis goin keri bin doin smidgin n e way u wanna cum collegexx
0,beliv come home
0,oh kkwhere take test
0,exact intent
0,haha money leh later got go tuition haha look empti slot drive lesson
0,hey thk juz go accordin wat discuss yest lor except kb sun co nt much lesson go attend kb sat
0,k wen ur free come home also tel vikki hav sent mail also better come even il free today aftr pm
0,noth get msg di name wit differ no
0,good morn plz call sir
0,room number wanna make sure knock right door
0,sicomo nolistenedth plaid albumquit gdthe new air hilariousalso boughtaobraindanceaoa compofstuff aphexao abel
0,pl tell nelson bb longer comin money expect aint come
0,give someth drink take vomit temp might drop unmit howev let know
0,think sent text home phone cant display text still want send number
0,everi day use sleep
0,k call close
0,u buy newspap alreadi
0,nope wif si lor aft bath dog bath look like go rain soon
0,boo way mom make tortilla soup yummmm
0,manag puzzel
0,find way includ detail
1,hi ya babe x u goten bout scammer get smartthough regular vodafon respond get prem rate msgsubscript no use also bewar
1,back work morro half term u c nite sexi passion b go back chat luv dena call aminmobsmorelkpoboxhpfl
0,like spoil
1,thank rington order ref number r mobil charg tone arriv pleas call custom servic
0,get threat sale execut shifad rais complaint offici messag
0,hope thing went well doctor remind still need godid u c littl thing left loung
0,den wat e schedul b lk sun
0,lol enjoy role play much
0,ok watch tv
0,lov line hurt truth
0,check head drop stuff
0,got lot hair dresser fr china
0,sad stori man last week bday wife didnt wish parent forgot n kid went work even colleagu wish
0,ill call even ill idea
1,splashmobil choos gr tone wk subscrit servic weekli tone cost p u one credit kick back enjoy
0,show wot say could u c dust
0,take min
1,heard u call rude chat privat line cum wan c pic gettin shag text pix end send stop sam xxx
0,ok bu come soon come otherwis tomorrow
0,cant pick phone right pl send messag
1,free entri weekli comp send word enter tc wwwtextcompcom
0,finish liao u
1,lost pound help
0,haha think
0,u know watchin lido
0,life spend someon lifetim may meaningless moment spent someon realli love mean life
0,haha awesom u coupl time all come
0,cold dont sad dear
0,think could stop like hour roommat look stock trip
0,telli brdget jone
0,love aathilov u lot
0,hello r u im bore inev thought id get bore tv tell someth excit happen anyth
0,hmmbad newshyp park plaza studio takenonli left bedrm
0,sorri call later meet
0,r comin back dinner
0,hav almost reach call unabl connect u
0,wait yesterday
0,reach home safe n sound liao
0,velli good ye pleas
0,hi wkend ok journey terribl wk good huge back log mark
0,two letter copi co one messag speak soon
0,alex know guy sell mid south tampa think could set like
0,dont messag offer
1,mobil mth updat free orang latest colour camera mobil unlimit weekend call call mobil upd freefon stoptx
0,hey babe u doin wot u nite love anni x
0,remind get shall
0,v romant
0,hello damn christma thing think decid keep mp doesnt work
1,new messag pleas call
0,hi darlin im missin u hope good time u back time u give call home jess xx
1,hi mailbox messag sm alert messag match pleas call back retriev messag match
0,draw vai dont think
0,dont pick call someth import tell hrishi
1,congrat year special cinema pass call c suprman v matrix starwar etc free bxipw pm dont miss
0,nothin come mind ii help buy hanger lor ur laptop heavi
0,guess easi enough
0,make babi yo tho
0,tell friend come round til like ish
0,friendship poem dear dear u r near hear dont get fear live cheer tear u r alway dear gud ni
0,still area restaur ill tri come back soon
0,aight thatll work thank
1,win year suppli cd store ur choic worth enter weekli draw txt music tsc wwwldewcomsubswinppmx
1,mobi pub quizwin high street prize u know new duchess cornwal txt first name unsub stop sp arrow
0,sleep bag blanket paper phone detail anyth els
1,nokia get win free auction take part send nokia hgsuiteland rowwjhl
1,congratul thank good friend u xma prize claim easi call p per minut btnationalr
1,tddnewsletteremccouk game thedailydraw dear helen dozen free game great prizeswith
0,guy
0,also chat awesom make regular unless see person
0,signific dont worri
0,caus old live high
0,waqt se pehl naseeb se zyada kisi ko kuch nahi miltazindgi wo nahi jo hum socht hai zindgi wo hai jo ham jeetey hai
0,way offic da
0,place want da
0,pain could come wors time
0,ok
0,stalk u
0,sorri dude dont know forgot even dan remind sorri hope guy fun
0,ok lor
0,app class varaya elaya
0,xma stori peac xma msg love xma miracl jesu hav bless month ahead wish u merri xma
1,urgent mobil number bonu caller prize nd attempt reach call asap box nqp ppm
0,day ask anand number
0,surf onlin store offer want buy thing
0,long beach lor expect u dinner
0,home way
0,fine thank
0,happen tell truth
0,like italian food
0,weird know one point
0,aww must nearli deadwel jez iscom todo workand whilltak forev
0,tell friend plan valentin day url
0,alright see bit
0,cheer messag zogtoriu iaov stare phone age decid whether text
0,take care financi problemi help
0,tell dear happen talk like alian
1,doubl min txt orang price linerent motorola sonyericsson btooth freenokia free call mobileupd oroptouthvd
0,go write msg put dictionari mode cover screen hand press gentli remov ur hand interest
0,oki
0,hi yiju meet u tmr
0,posibl dnt live centuri cm frwd n thnk differ
0,dint slept afternoon
0,seem unnecessarili affection
0,yar els thk sort funni thing
0,place man
1,download mani rington u like restrict choos u even send yr buddi txt sir
0,that cool day
1,pleas call immedi urgent messag wait
0,r go bu
0,hello love went day alright think sweet send jolt heart remind love hear scream across sea world hear ahmad al hallaq love own possess passion kiss
0,nohe join today
0,okay well thank clarif
0,talk other probabl come earli tomorrow
1,spook mob halloween collect logo pic messag plu free eeri tone txt card spook zed p per logop
0,money issu weigh thank breath easier ill make sure dont regret thank
0,hi sorri miss call pl call back
0,hope settl new school year wishin gr day
1,fantasi footbal back tv go sky gamestar sky activ play ak dream team score start saturday regist nowski opt
0,ok need tell anyth go sleep good night
0,ok tri week end cours coimbator
1,tone club sub expir resub repli monoc mono polyc poli weekli p per week txt stop stop msg free stream
0,v nice sheffield tom air opinion categori b use measur ethnic next censu busi transcrib
0,r home come within min
0,boy love gal propsd bt didnt mind gv lv lttr bt frnd threw thm boy decid aproach gal dt time truck speed toward gal wn hit girld boy ran like hell n save ask hw cn u run fast boy repli boost secret energi n instantli girl shout energi n thi live happili gthr drink boost evrydi moral stori hv free msgsd gud ni
0,day say cut ur hair paragon call hair sens noe much hair cut
0,hmm mani unfortun pic obvious arent hot cake kinda fun tho
0,watch tv lor funni bluff wat izzit thk imposs us
1,xma prize draw tri contact u today draw show prize guarante call land line valid hr
0,dunno lei neva say
0,thanx day u r goodmat think ur rite sari asusu u cheer love u franyxxxxx
0,way home went chang batt watch go shop bit lor
1,ye place town meet excit adult singl uk txt chat pmsg
0,hi mobil ad contact list wwwfullonsmscom great place send free sm peopl visit fullonsmscom
0,good even sir hope nice day want bring notic late pay rent past month pay charg felt would inconsider nag someth give great cost didnt speak howev recess wont abl pay charg month henc askin well ahead month end pleas help thank everyth
0,let want hous
0,best line said love wait till day forget u day u realiz u cannot forget gn
0,reach ten morn
0,pussi perfect
0,sorri call later
1,someon contact date servic enter phone becausethey fanci find call landlin pobox wrg p
0,messageno responcewhat happend
0,also piec
0,wiskey brandi rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukk
0,boo thing back home littl bore alreadi
0,first gain kg sinc took second done blood sugar test ok blood pressur within normal limit worri
0,pick ur fone u dumb
0,thank da thangam feel happi dear also miss da
0,okey doke home dress co lay around ill speak later bout time stuff
0,run away frm u walk slowli kill u care enough stop
0,babe back come back
0,well told other would marri
0,neshanthtel r u
0,yo yo yo byatch whassup
0,oh kay sat right
0,hi roger cl
1,babe u want dont u babi im nasti thing filthyguy fanci rude time sexi bitch go slo n hard txt xxx slomsg
0,oh oh wast den muz chiong sat n sun liao
0,jesu christ bitch tri give drug answer fuck phone
0,pleas give pick tuesday even ok
0,meet darren
0,one best dialogu cute reltnship wen die
0,solv case man found murder decim afternoon wife call polic polic question everyon wife siri sleep murder took place cook cook garden pick veget housemaid went post offic children went play neighbour went marriag polic arrest murder immedi repli reason u r brilliant
0,dear reach
0,aww first time u said u miss without ask miss u first love
0,ok thanx gd nite
0,come right ahmad
1,know u u know send chat let us find pmsg rcvd hgsuitelandsrowwjhl ldn year
0,lol pleas actual send pic right wanna see pose comb hair dryer someth
0,fp
0,huh mean comput scienc like dat one push n
0,could read love answer
0,oh lk tt den take e one tt end cine lor dun wan yogasana oso
